Ticker,Precio,Low,High,Change (%),RS 20D,Credit Stress,Market Cap,P/E,Forward P/E,P/Book,ROE,ROA,Operating Margin,Net Margin,FCF Yield,EV/EBITDA,Debt/Equity,Current Ratio,Piotroski,Fund Source,Grain_IS,ZC_Surprise,ZS_Surprise,SPX_Quarterly_Divisor,SPX_ROC_63d,z_MOVE_inv,MOVE_price,Earnings_Next_Date,Earnings_Days_To_Next,Earnings_Last_Date,Earnings_Days_Since,Earnings_Source,piotroski_roa_positive,piotroski_d_roa,piotroski_cfo_positive,piotroski_cfo_gt_ni,piotroski_d_leverage,piotroski_d_liquidity,piotroski_no_dilution,piotroski_d_margin,piotroski_d_turnover,roc_5d,roc_10d,roc_42d,roc_63d,vol_5d,vol_60d,high_20d,high_60d,high_252d,drawdown_20d,drawdown_60d,drawdown_252d
^GSPC,7457.68994140625,7431.259765625,7498.47021484375,-1.01,5.12,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-1.5537,-0.3414,0.664,,10.9291,12.9171,7575.3901,7609.7798,,-1.5537,-1.9986,
^DJI,52146.421875,51986.73828125,52610.96875,-0.77,5.92,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-0.932,-1.4247,5.2906,,7.1523,11.8369,53055.9102,53055.9102,,-1.7142,-1.7142,
^IXIC,25520.240234375,25250.630859375,25703.009765625,-1.4,4.76,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-2.897,-1.2094,-2.6879,,20.2383,20.6644,26517.9297,27093.9004,,-3.7623,-5.8082,
^RUT,2962.219970703125,2934.1201171875,2979.320068359375,-0.42,7.14,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-0.5235,-1.1311,6.0473,,6.1912,18.4841,3024.3701,3024.3701,,-2.055,-2.055,
^VIX,18.770000457763672,17.68000030517578,19.5,12.19,7.84,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,24.8836,16.2229,5.3311,7.3799,132.5405,128.3697,19.49,22.22,,-3.6942,-15.5265,
^MOVE,69.55000305175781,68.88999938964844,69.55000305175781,0.96,6.32,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,6.3456,3.6513,3.4201,,77.5659,,72.41,,,-3.9497,,
^TNX,4.540999889373779,4.511000156402588,4.550000190734863,-0.61,7.41,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-0.6128,1.2486,-1.1752,,9.7882,15.0216,4.609,4.667,,-1.4754,-2.6998,
^IRX,3.7070000171661377,3.684999942779541,3.7070000171661377,0.27,3.43,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,0.3248,1.0633,3.3166,,7.7951,7.0818,3.732,3.732,,-0.6699,-0.6699,
DX-Y.NYB,100.75,100.6500015258789,100.87000274658203,0.02,3.16,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-0.2179,-0.1091,1.4909,,4.911,4.6716,101.61,101.61,,-0.8464,-0.8464,
^N225,64141.12109375,62704.6015625,66441.7734375,-4.03,10.15,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-6.4422,-8.0336,7.2515,,42.5272,33.1449,72366.3438,72366.3438,,-11.3661,-11.3661,
^MERV,3199935.0,3145475.0,3206991.0,0.46,11.22,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-2.4477,1.3571,18.1717,,34.3299,33.2084,3291322.0,3353008.0,,-2.7766,-4.5652,
^NYA,23816.970703125,23761.349609375,23977.220703125,-0.56,3.13,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-0.4518,-0.5848,4.463,,6.2041,10.4935,24075.1191,24075.1191,,-1.0723,-1.0723,
^HSI,24562.240234375,24332.509765625,25166.560546875,-1.78,-5.65,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,1.6013,5.1915,-5.3942,,23.6175,18.7007,25008.5996,26626.2793,,-1.7848,-7.7519,
^TWII,42671.26953125,42671.26953125,45234.078125,-6.47,16.4,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-5.9164,-8.7132,4.3516,,57.371,31.9521,47741.5117,47741.5117,,-10.6202,-10.6202,
^KS11,6820.60009765625,6730.8701171875,6995.93017578125,-6.37,10.62,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-6.4635,-10.8196,-8.9759,,109.4562,66.5435,9114.5498,9114.5498,,-25.168,-25.168,
^GDAXI,24830.98046875,24651.33984375,24850.75,-0.34,0.98,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-0.9419,-3.6786,0.3789,1.6921,4.7546,16.5723,25817.8906,25817.8906,,-3.8226,-3.8226,
^FTSE,10600.400390625,10527.7001953125,10623.7001953125,0.27,-0.17,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,0.9822,-0.736,2.6117,-0.6299,4.3636,12.4657,10679.0,10679.0,,-0.736,-0.736,
^AEX,1091.969970703125,1086.239990234375,1096.0999755859375,-0.94,7.13,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,0.7139,0.8115,5.634,6.8506,11.8708,13.0536,1102.38,1102.38,,-0.9443,-0.9443,
^IBEX,19216.900390625,19126.19921875,19290.099609375,-0.45,4.42,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-0.8656,-3.2011,6.4548,5.2352,5.1762,16.3723,19852.4004,19852.4004,,-3.2011,-3.2011,
FTSEMIB.MI,51882.0,51554.0,52136.0,-0.94,29.63,BAJO,,,,,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-1.3913,-1.774,5.4898,7.6234,8.4606,15.5769,52959.0,52959.0,52959.0,-2.0336,-2.0336,-2.0336
^SSMI,14343.7001953125,14248.419921875,14354.98046875,0.54,7.29,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,0.763,-0.5584,7.3245,,6.6913,11.2931,14424.2402,14424.2402,,-0.5584,-0.5584,
^OMXC25,1901.969970703125,1896.1800537109375,1913.6300048828125,-0.57,6.94,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,1.6303,0.3191,7.7371,,8.6553,,1912.84,1912.84,,-0.5683,-0.5683,
^GSPTSE,35263.8984375,35034.0,35346.3984375,-0.22,3.13,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-0.1173,0.0471,4.5129,2.6716,4.1273,11.814,35416.1992,35416.1992,,-0.43,-0.43,
^AXJO,8796.7001953125,8758.099609375,8840.7001953125,-0.5,-1.22,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-0.1056,-0.5393,2.2313,-1.7491,5.6522,12.1409,8844.4004,8966.2998,,-0.5393,-1.8915,
^MXX,66634.2265625,65997.2109375,66822.6171875,0.42,-4.11,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,0.2077,-0.6356,-3.28,-4.922,7.2856,16.1702,67640.5938,70246.2969,,-1.4878,-5.142,
^BVSP,173714.0,173285.0,174505.0,-0.06,-10.79,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-2.3343,-0.3168,-0.3242,,11.6185,16.0576,177866.0,191378.0,,-2.3343,-9.2299,
HYG,79.6500015258789,79.62999725341797,79.83999633789062,-0.19,5.7,BAJO,,10.96,1328.0,0.91,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-0.0753,-0.0753,1.2193,0.6226,2.838,3.6791,79.87,79.87,79.87,-0.2754,-0.2754,-0.2754
LQD,107.55999755859375,107.52999877929688,107.79000091552734,0.06,4.35,BAJO,,32.42,,0.79,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,0.0931,-0.9941,0.4517,-0.6014,2.9542,5.3162,109.3158,109.3158,109.6459,-1.6062,-1.6062,-1.9024
TLT,84.5199966430664,84.48999786376953,84.81999969482422,0.37,4.14,BAJO,,,-4204.0,0.56,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,0.0592,-1.1578,1.7999,-0.9269,2.6451,8.9044,87.1282,87.1282,89.1459,-2.9935,-2.9935,-5.1891
GC=F,4012.699951171875,3964.199951171875,4017.199951171875,0.68,-16.93,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-2.227,-2.4315,-11.9211,,21.0064,23.7738,4224.1001,4732.5,,-5.0046,-15.2097,
HG=F,6.21999979019165,6.150000095367432,6.229000091552734,-1.21,2.37,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-0.2166,1.7254,-0.5039,,18.7925,27.5328,6.3745,6.6495,,-2.4237,-6.4591,
CL=F,82.48999786376953,78.61000061035156,82.76000213623047,4.48,-1.16,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,15.516,20.0903,-21.7511,,36.1883,55.0216,82.49,108.66,,0.0,-24.0843,
ZS=F,1204.5,1186.75,1205.25,0.79,3.65,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,0.6686,6.4281,2.3364,,10.6349,18.7467,1207.25,1215.25,,-0.2278,-0.8846,
ZC=F,444.75,436.0,445.5,0.74,-0.43,BAJO,,,,,,,,,,,,,,NONE,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,1.5411,4.6471,-2.4136,,32.4577,25.1646,447.5,477.0,,-0.6145,-6.761,
BTC-USD,63899.4609375,62489.453125,64332.01953125,0.17,-38.52,BAJO,1304255266816.0,,,,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,0.2215,0.9512,4.8862,-19.1818,40.3581,31.9033,64956.1133,77539.1719,105996.5938,-1.6267,-17.5907,-39.7156
ETH-USD,1840.9881591796875,1803.053955078125,1869.067138671875,-1.19,-48.15,BAJO,230200131584.0,,,,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,1.9493,4.0982,16.4548,-17.1968,64.9152,46.3228,1916.9437,2131.4106,3582.6213,-3.9623,-13.6258,-48.6134
IBIT,36.349998474121094,35.36000061035156,36.47999954223633,-0.11,-45.02,BAJO,,,,,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,0.3312,4.2443,-18.8978,-14.931,34.289,37.465,36.81,46.47,71.29,-1.2497,-21.7775,-49.0111
SPY,743.2899780273438,740.7999877929688,747.2899780273438,-0.99,20.21,BAJO,,27.04,,1.75,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-1.5445,-0.2001,0.8164,6.206,10.8605,13.1274,754.95,757.6182,757.6182,-1.5445,-1.8912,-1.8912
QQQ,695.3300170898438,686.760009765625,702.2999877929688,-1.5,24.95,BAJO,,31.94,,2.01,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-4.1598,-2.4235,-1.8106,8.6849,20.4102,24.7263,739.807,745.3409,745.3409,-6.012,-6.7098,-6.7098
DIA,520.8099975585938,518.9000244140625,525.3599853515625,-0.74,19.73,BAJO,,24.79,,1.46,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-0.9171,-1.3113,5.4524,7.6724,6.7184,11.6956,529.9395,529.9395,529.9395,-1.7227,-1.7227,-1.7227
IWM,294.0400085449219,291.6400146484375,296.1300048828125,-0.52,34.09,BAJO,,18.25,,1.35,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-0.6588,-1.1896,6.1741,9.1829,6.9529,18.5492,300.45,300.45,300.45,-2.1335,-2.1335,-2.1335
GLD,368.4100036621094,363.6000061035156,369.2099914550781,0.95,19.92,BAJO,,,,2.19,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-2.2811,-2.5705,-11.7137,-16.2857,23.668,24.028,387.12,435.26,495.9,-4.8331,-15.3586,-25.7088
SLV,50.779998779296875,49.61000061035156,50.81999969482422,0.77,47.18,BAJO,,,,2.49,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-5.8758,-7.7063,-26.4484,-28.7198,38.9863,50.7389,59.51,79.35,105.6,-14.6698,-36.005,-51.9129
XLY,115.44000244140625,115.31999969482422,116.87000274658203,-1.62,5.19,BAJO,,29.59,,0.69,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-1.5353,-1.4344,-0.738,-1.6662,17.2906,18.944,118.09,121.8173,124.0232,-2.244,-5.2351,-6.9207
XLV,161.08999633789062,160.8800048828125,164.0,-0.44,24.78,BAJO,,28.48,,1.24,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,0.1554,-1.6184,11.5096,10.3611,27.2501,18.3705,164.44,164.44,164.44,-2.0372,-2.0372,-2.0372
XLRE,45.41999816894531,45.224998474121094,45.95500183105469,-0.09,12.76,BAJO,,31.94,,,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,2.1822,1.6562,5.9866,4.5834,17.6439,16.2299,45.46,45.46,45.46,-0.088,-0.088,-0.088
XLK,175.58999633789062,171.33999633789062,177.9199981689453,-1.09,35.78,BAJO,,34.35,,1.23,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-5.485,-2.7687,-0.2613,15.6423,23.5668,33.8356,192.15,197.974,197.974,-8.6183,-11.3065,-11.3065
XLI,179.41000366210938,177.60000610351562,181.4600067138672,-0.41,20.44,BAJO,,30.97,,1.83,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-1.3797,-2.4468,4.9308,5.59,3.5378,19.6573,185.56,185.56,185.56,-3.3143,-3.3143,-3.3143
XLF,56.2599983215332,56.119998931884766,56.939998626708984,-0.86,9.2,BAJO,,17.79,,1.65,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,0.9873,1.1507,10.4835,8.5087,10.5483,13.4385,56.75,56.75,56.75,-0.8634,-0.8634,-0.8634
XLE,57.68000030517578,57.279998779296875,58.119998931884766,1.16,38.85,BAJO,,21.16,,1.09,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,4.7204,8.3803,-2.2611,2.6793,13.7816,24.6631,57.68,60.8512,62.1121,0.0,-5.2113,-7.1356
XLC,110.6500015258789,110.30999755859375,111.51000213623047,-1.78,5.97,BAJO,,16.18,,,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-0.8868,0.958,-4.4298,-6.6415,23.2151,15.5815,113.38,117.5741,119.3874,-2.4078,-5.8892,-7.3186
XLB,50.529998779296875,50.38999938964844,51.45000076293945,-0.71,14.52,BAJO,,26.12,,0.64,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-0.7074,-2.8456,0.8329,-1.9924,9.9777,19.5716,52.01,52.5236,53.1837,-2.8456,-3.7956,-4.9898
XLP,85.19000244140625,84.76000213623047,87.43000030517578,-0.72,8.7,BAJO,,25.38,,1.22,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,1.272,0.2353,1.3482,5.3434,29.2054,16.7863,85.81,85.81,88.8894,-0.7225,-0.7225,-4.1618
XLU,45.16999816894531,45.060001373291016,46.150001525878906,-0.66,11.34,BAJO,,21.09,,0.71,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-0.5285,-1.2893,3.6208,-1.9236,11.0084,17.7189,46.2,46.5527,47.0979,-2.2294,-2.9703,-4.0933
PSQ,26.540000915527344,26.299999237060547,26.8700008392334,1.53,-16.49,BAJO,,,,,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,4.3239,2.5106,1.8075,-7.7983,20.8695,24.5632,26.54,28.3288,33.0172,0.0,-6.3143,-19.6176
EWZ,35.22999954223633,34.970001220703125,35.400001525878906,-0.28,37.56,BAJO,,11.54,,0.98,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-1.9482,2.3236,-1.8344,-14.2383,22.127,23.5572,36.03,40.2072,41.3365,-2.2204,-12.3789,-14.7726
FXI,34.130001068115234,33.880001068115234,34.150001525878906,-1.16,-8.21,BAJO,,9.32,,0.84,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,1.9415,6.9571,-5.0103,-7.6383,18.4656,20.7709,34.53,37.9749,40.9939,-1.1584,-10.1248,-16.7437
COPX,73.3499984741211,71.76000213623047,74.0999984741211,-1.78,72.16,BAJO,,17.6,,,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-4.1678,-4.3053,-11.3796,-14.6279,66.0961,54.6226,85.1905,93.3428,95.3759,-13.8989,-21.4187,-23.0938
URA,38.72999954223633,37.72999954223633,39.310001373291016,-0.97,-0.4,BAJO,,35.35,,,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-9.8674,-10.4094,-22.4314,-29.9258,41.7598,52.0092,47.78,58.26,61.81,-18.941,-33.5221,-37.3402
ARKK,75.19999694824219,73.83999633789062,76.29000091552734,-1.92,-2.67,BAJO,,46.88,,,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-6.287,-7.4462,0.4005,-2.767,36.8705,36.6231,83.61,83.61,92.53,-10.0586,-10.0586,-18.7291
ITA,230.72999572753906,229.3699951171875,235.0800018310547,-0.07,18.71,BAJO,,37.23,,,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-3.4845,-7.0349,6.2696,0.813,20.2675,25.0443,250.78,250.78,250.78,-7.9951,-7.9951,-7.9951
SMH,556.530029296875,536.8099975585938,567.4099731445312,-2.18,92.76,BAJO,,38.86,,,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-8.9194,-6.0376,0.0342,22.3681,42.0967,53.7631,668.91,668.91,668.91,-16.8005,-16.8005,-16.8005
EEM,63.290000915527344,62.0099983215332,63.88999938964844,-1.4,31.94,BAJO,,16.92,,1.25,,,,,,,,,,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,,999,,,none,,,,,,,,,,-5.3961,-3.6682,-2.23,1.8718,27.2774,34.0215,71.21,71.21,71.21,-11.122,-11.122,-11.122
AAPL,333.739990234375,329.0,334.989990234375,0.14,59.12,BAJO,4624460808192.0,38.16,32.73,43.37,141.47,26.23,32.27,27.15,2.19,29.01,0.8,1.07,8.0,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,2026-07-30,13,,,yahoo,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.8417,8.136,11.1614,26.8214,33.3089,27.8867,333.74,333.74,333.74,0.0,0.0,0.0
MSFT,393.82000732421875,389.3900146484375,398.3900146484375,-1.82,-21.71,BAJO,2859427430400.0,23.31,19.88,6.9,34.01,14.81,46.33,39.34,1.29,15.76,0.3,1.28,5.0,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,2026-07-29,12,,,yahoo,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.2643,0.8528,-6.4579,-6.0884,35.7041,34.523,401.1,460.52,538.6586,-1.815,-14.4836,-26.8888
NVDA,202.80999755859375,197.97000122070312,206.64999389648438,-2.21,18.25,BAJO,5130007609344.0,32.48,16.54,26.25,114.29,52.73,65.6,62.97,0.9,30.72,0.07,3.44,4.0,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,2026-08-26,40,,,yahoo,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-3.8633,4.0959,-9.8853,2.3677,47.857,42.674,212.5,235.4656,235.4656,-4.56,-13.8685,-13.8685
META,646.010009765625,626.0,652.2000122070312,-2.79,-7.51,BAJO,1677999341568.0,24.04,18.2,6.88,32.93,16.4,40.62,32.84,1.52,15.4,0.36,2.35,5.0,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,2026-07-29,12,,,yahoo,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-3.4668,10.8269,5.2714,-4.4708,44.0349,45.7303,681.31,681.31,787.4193,-5.1812,-5.1812,-17.9586
GOOGL,346.7699890136719,341.3599853515625,348.5199890136719,-2.17,88.38,BAJO,4386947072000.0,27.4,24.64,9.1,38.88,14.64,36.12,37.92,0.64,26.81,0.2,1.92,6.0,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,2026-07-22,5,,,yahoo,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-2.9145,-3.6509,-12.5518,3.2609,56.417,36.7803,370.92,402.3797,402.3797,-6.5108,-13.8202,-13.8202
AMZN,247.22999572753906,243.58999633789062,250.24000549316406,-1.06,9.79,BAJO,2662277054464.0,29.57,25.03,6.02,24.29,6.84,13.14,12.22,0.37,17.67,0.53,1.18,6.0,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,2026-07-30,13,,,yahoo,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7704,1.8791,-6.4019,-0.9892,34.54,29.1152,254.96,274.99,274.99,-3.0319,-10.0949,-10.0949
TSLA,380.8399963378906,377.2200012207031,385.69000244140625,-2.61,15.99,BAJO,1487942582272.0,356.92,152.83,18.09,4.9,2.23,4.2,3.95,0.35,131.58,0.19,2.04,5.0,YAHOO,0.4466,0.3589,0.5051,0.064793,5.9138,0.2817,69.55,2026-07-22,5,,,yahoo,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,-6.6019,-3.205,-9.8048,-2.0725,19.9549,49.2276,425.3,445.27,489.88,-10.4538,-14.4699,-22.2585
